A0A075B5I0	ENSMUSG00000090765
Q5SSZ5	ENSMUSG00000020422
Q5SSZ7	ENSMUSG00000041961
Q5STE3	ENSMUSG00000036264
Q5STT6	ENSMUSG00000020401
Q5SU73	ENSMUSG00000033983
Q5SUA5	ENSMUSG00000020437
Q5SUC9	ENSMUSG00000069844
Q5SUD9	ENSMUSG00000051444
Q5SUE3	ENSMUSG00000069814
Q5SUE7	ENSMUSG00000027719
Q5SUE8	ENSMUSG00000020864
Q5SUF2	ENSMUSG00000020863
Q5SUF7	ENSMUSG00000020866
Q5SUQ9	ENSMUSG00000020898
Q5SUR0	ENSMUSG00000020899
Q5SUS0	ENSMUSG00000090173
Q5SUV1	ENSMUSG00000039096
Q5SUV2	ENSMUSG00000039110
Q5SV06	ENSMUSG00000112920
Q5SV42	ENSMUSG00000079049
Q5SV66	ENSMUSG00000045915
Q5SV77	ENSMUSG00000020530
Q5SV80	ENSMUSG00000020527
Q5SV85	ENSMUSG00000034940
Q5SVD0	ENSMUSG00000020846
Q5SVD5	ENSMUSG00000069295
Q5SVD6	ENSMUSG00000069296
Q5SVL6	ENSMUSG00000038807
Q5SVL9	ENSMUSG00000062551
Q5SVP0	ENSMUSG00000069893
Q5SVQ0	ENSMUSG00000038909
Q5SVR0	ENSMUSG00000036644
Q5SVT3	ENSMUSG00000016984
Q5SW25	ENSMUSG00000016982
Q5SW28	ENSMUSG00000020901
Q5SW45	ENSMUSG00000034121
Q5SW46	ENSMUSG00000009356
Q5SW48	ENSMUSG00000060787
Q5SW49	ENSMUSG00000093920
Q5SW50	ENSMUSG00000093839
Q5SW75	ENSMUSG00000037926
Q5SWD9	ENSMUSG00000038335
Q5SWK7	ENSMUSG00000019189
Q5SWP3	ENSMUSG00000041073
Q5SWT3	ENSMUSG00000018740
Q5SWU9	ENSMUSG00000020532
Q5SWW4	ENSMUSG00000034297
Q5SWY7	ENSMUSG00000042377
Q5SWY8	ENSMUSG00000042371
Q5SWZ9	ENSMUSG00000043648
Q5SX19	ENSMUSG00000014245
Q5SX39	ENSMUSG00000057003
Q5SX40	ENSMUSG00000056328
Q5SX79	ENSMUSG00000018387
Q5SXA9	ENSMUSG00000018849
Q5SXC4	ENSMUSG00000018377
Q5SXG7	ENSMUSG00000020830
Q5SXI5	ENSMUSG00000020472
Q5SXJ3	ENSMUSG00000034329
Q5SXY1	ENSMUSG00000042331
Q5SYD0	ENSMUSG00000035441
Q5SYH2	ENSMUSG00000051232
Q5SYL1	ENSMUSG00000037593
Q5SYL3	ENSMUSG00000010277
Q5SZ99	ENSMUSG00000064140
Q5SZA1	ENSMUSG00000036110
Q5SZS9	ENSMUSG00000046016
Q5SZT6	ENSMUSG00000054931
Q5SZT7	ENSMUSG00000059395
Q5SZV5	ENSMUSG00000006711
Q5SZZ8	ENSMUSG00000051258
Q5TIS6	ENSMUSG00000068302
Q5U3K5	ENSMUSG00000015087
Q5U406	ENSMUSG00000055150
Q5U430	ENSMUSG00000044308
Q5U452	ENSMUSG00000039725
Q5U458	ENSMUSG00000039768
Q5U462	ENSMUSG00000035498
Q5U464	ENSMUSG00000036995
Q5U465	ENSMUSG00000048924
Q5U467	ENSMUSG00000061701
Q5U4C1	ENSMUSG00000043384
Q5U4C3	ENSMUSG00000038406
Q5U4C9	ENSMUSG00000028630
Q5U4D8	ENSMUSG00000006641
Q5U4D9	ENSMUSG00000041319
Q5U4E0	ENSMUSG00000042873
Q5U4E2	ENSMUSG00000052751
Q5U4F6	ENSMUSG00000039715
Q5U4H9	ENSMUSG00000056234
Q5U5M8	ENSMUSG00000057667
Q5U5V2	ENSMUSG00000035878
Q5U680	ENSMUSG00000045100
Q5U901	ENSMUSG00000042501
Q5UAK0	ENSMUSG00000028522
Q5UKY4	ENSMUSG00000036172
Q5UW37	ENSMUSG00000060188
Q5VCS6	ENSMUSG00000060985
Q5XF89	ENSMUSG00000022533
Q5XFR0	ENSMUSG00000069867
Q5XFZ0	ENSMUSG00000024273
Q5XG67	ENSMUSG00000070324
Q5XG69	ENSMUSG00000041817
Q5XG73	ENSMUSG00000026781
Q5XJE5	ENSMUSG00000042487
Q5XJV7	ENSMUSG00000034269
Q5XJY4	ENSMUSG00000033918
Q5XJY5	ENSMUSG00000032096
Q5XK03	ENSMUSG00000046110
Q5XKE0	ENSMUSG00000038670
Q5XKN4	ENSMUSG00000051256
Q5XPI3	ENSMUSG00000041528
Q5XPT3	ENSMUSG00000040434
Q5Y4Y6	ENSMUSG00000064224
Q5Y5T1	ENSMUSG00000021969
Q5Y5T2	ENSMUSG00000037553
Q5Y5T3	ENSMUSG00000036304
Q5Y5T5	ENSMUSG00000060166
Q5YD48	ENSMUSG00000052595
Q5YIR8	ENSMUSG00000059639
Q60519	ENSMUSG00000052133
Q60520	ENSMUSG00000042557
Q60571	ENSMUSG00000021680
Q60575	ENSMUSG00000063077
Q60590	ENSMUSG00000039196
Q60591	ENSMUSG00000027544
Q60595	ENSMUSG00000057836
Q60596	ENSMUSG00000051768
Q60597	ENSMUSG00000020456
Q60598	ENSMUSG00000031078
Q60604	ENSMUSG00000002565
Q60605	ENSMUSG00000090841
Q60611	ENSMUSG00000023927
Q60612	ENSMUSG00000042429
Q60613	ENSMUSG00000020178
Q60614	ENSMUSG00000018500
Q60625	ENSMUSG00000032174
Q60629	ENSMUSG00000029245
Q60631	ENSMUSG00000059923
Q60634	ENSMUSG00000061981
Q60636	ENSMUSG00000038151
Q60641	ENSMUSG00000047638
Q60644	ENSMUSG00000060601
Q60648	ENSMUSG00000000594
Q60649	ENSMUSG00000001829
Q60651	ENSMUSG00000079852
Q60652	ENSMUSG00000030173
Q60653	ENSMUSG00000061769
Q60654	ENSMUSG00000067599
Q60662	ENSMUSG00000050089
Q60665	ENSMUSG00000027660
Q60668	ENSMUSG00000000568
Q60670	ENSMUSG00000024042
Q60674	ENSMUSG00000021775
Q60675	ENSMUSG00000019899
Q60676	ENSMUSG00000003099
Q60677	ENSMUSG00000005947
Q60682	ENSMUSG00000089727
Q60687	ENSMUSG00000027120
Q60688	ENSMUSG00000051490
Q60692	ENSMUSG00000018286
Q60695	ENSMUSG00000026482
Q60700	ENSMUSG00000023050
Q60707	ENSMUSG00000000093
Q60710	ENSMUSG00000027639
Q60714	ENSMUSG00000031808
Q60715	ENSMUSG00000019916
Q60716	ENSMUSG00000018906
Q60718	ENSMUSG00000022039
Q60720	ENSMUSG00000019590
Q60722	ENSMUSG00000053477
Q60737	ENSMUSG00000074698
Q60738	ENSMUSG00000037434
Q60739	ENSMUSG00000028416
Q60748	ENSMUSG00000003476
Q60749	ENSMUSG00000028790
Q60750	ENSMUSG00000029859
Q60753	ENSMUSG00000042340
Q60754	ENSMUSG00000026390
Q60755	ENSMUSG00000023964
Q60756	ENSMUSG00000068079
Q60759	ENSMUSG00000003809
Q60760	ENSMUSG00000020176
Q60764	ENSMUSG00000070527
Q60765	ENSMUSG00000026628
Q60766	ENSMUSG00000046879
Q60767	ENSMUSG00000026980
Q60769	ENSMUSG00000019850
Q60770	ENSMUSG00000027882
Q60771	ENSMUSG00000037625
Q60772	ENSMUSG00000028551
Q60773	ENSMUSG00000096472
Q60775	ENSMUSG00000036461
Q60778	ENSMUSG00000030595
Q60779	ENSMUSG00000040220
Q60787	ENSMUSG00000002699
Q60790	ENSMUSG00000031453
Q60793	ENSMUSG00000003032
Q60795	ENSMUSG00000015839
Q60803	ENSMUSG00000021277
Q60805	ENSMUSG00000014361
Q60809	ENSMUSG00000031601
Q60813	ENSMUSG00000072647
Q60819	ENSMUSG00000023206
Q60821	ENSMUSG00000006215
Q60823	ENSMUSG00000004056
Q60829	ENSMUSG00000061718
Q60837	ENSMUSG00000000791
Q60838	ENSMUSG00000020888
Q60841	ENSMUSG00000042453
Q60843	ENSMUSG00000055148
Q60846	ENSMUSG00000028602
Q60847	ENSMUSG00000032332
Q60848	ENSMUSG00000025001
Q60854	ENSMUSG00000060147
Q60855	ENSMUSG00000021408
Q60857	ENSMUSG00000020838
Q60860	ENSMUSG00000020377
Q60862	ENSMUSG00000026037
Q60864	ENSMUSG00000024966
Q60865	ENSMUSG00000027184
Q60866	ENSMUSG00000026730
Q60867	ENSMUSG00000034701
Q60872	ENSMUSG00000057561
Q60875	ENSMUSG00000028059
Q60876	ENSMUSG00000031490
Q60878	ENSMUSG00000075068
Q60879	ENSMUSG00000075384
Q60881	ENSMUSG00000075063
Q60882	ENSMUSG00000066748
Q60883	ENSMUSG00000100923
Q60884	ENSMUSG00000058820
Q60885	ENSMUSG00000069430
Q60886	ENSMUSG00000049098
Q60887	ENSMUSG00000048299
Q60888	ENSMUSG00000062121
Q60889	ENSMUSG00000096228
Q60890	ENSMUSG00000036658
Q60891	ENSMUSG00000047444
Q60892	ENSMUSG00000094080
Q60894	ENSMUSG00000061616
Q60895	ENSMUSG00000094353
Q60898	ENSMUSG00000022372
Q60899	ENSMUSG00000008489
Q60900	ENSMUSG00000003410
Q60902	ENSMUSG00000006276
Q60925	ENSMUSG00000059824
Q60928	ENSMUSG00000006345
Q60929	ENSMUSG00000030557
Q60930	ENSMUSG00000021771
Q60931	ENSMUSG00000008892
Q60932	ENSMUSG00000020402
Q60935	ENSMUSG00000030996
Q60936	ENSMUSG00000026489
Q60943	ENSMUSG00000002897
Q60945	ENSMUSG00000031200
Q60949	ENSMUSG00000029174
Q60952	ENSMUSG00000038241
Q60953	ENSMUSG00000036986
Q60954	ENSMUSG00000020160
Q60960	ENSMUSG00000022905
Q60963	ENSMUSG00000023913
Q60967	ENSMUSG00000028032
Q60969	ENSMUSG00000071748
Q60969	ENSMUSG00000053205
Q60972	ENSMUSG00000057236
Q60973	ENSMUSG00000031353
Q60976	ENSMUSG00000046380
Q60980	ENSMUSG00000029178
Q60987	ENSMUSG00000020950
Q60989	ENSMUSG00000025860
Q60990	ENSMUSG00000096520
Q60991	ENSMUSG00000039519
Q60992	ENSMUSG00000009621
Q60994	ENSMUSG00000022878
Q60996	ENSMUSG00000017843
Q61001	ENSMUSG00000015647
Q61003	ENSMUSG00000024670
Q61006	ENSMUSG00000057280
Q61009	ENSMUSG00000037936
Q61010	ENSMUSG00000029603
Q61011	ENSMUSG00000023439
Q61012	ENSMUSG00000029663
Q61016	ENSMUSG00000048240
Q61017	ENSMUSG00000038811
Q61024	ENSMUSG00000029752
Q61025	ENSMUSG00000001105
Q61026	ENSMUSG00000005886
Q61033	ENSMUSG00000019961
Q61035	ENSMUSG00000001380
Q61036	ENSMUSG00000031284
Q61039	ENSMUSG00000038193
Q61041	ENSMUSG00000048337
Q61043	ENSMUSG00000021068
Q61045	ENSMUSG00000019913
Q61048	ENSMUSG00000022023
Q61062	ENSMUSG00000003233
Q61066	ENSMUSG00000025056
Q61068	ENSMUSG00000054568
Q61069	ENSMUSG00000026641
Q61070	ENSMUSG00000062762
Q61072	ENSMUSG00000031555
Q61074	ENSMUSG00000029147
Q61079	ENSMUSG00000062713
Q61080	ENSMUSG00000042812
Q61081	ENSMUSG00000019471
Q61084	ENSMUSG00000020700
Q61085	ENSMUSG00000022580
Q61086	ENSMUSG00000007989
Q61087	ENSMUSG00000026639
Q61088	ENSMUSG00000049791
Q61089	ENSMUSG00000022297
Q61090	ENSMUSG00000041075
Q61091	ENSMUSG00000036904
Q61093	ENSMUSG00000015340
Q61097	ENSMUSG00000018334
Q61098	ENSMUSG00000026070
Q61102	ENSMUSG00000031333
Q61103	ENSMUSG00000024826
Q61107	ENSMUSG00000028268
Q61112	ENSMUSG00000029076
Q61114	ENSMUSG00000027485
Q61115	ENSMUSG00000021466
Q61116	ENSMUSG00000055305
Q61120	ENSMUSG00000021448
Q61121	ENSMUSG00000032641
Q61122	ENSMUSG00000002881
Q61124	ENSMUSG00000030720
Q61125	ENSMUSG00000041347
Q61127	ENSMUSG00000025402
Q61129	ENSMUSG00000058952
Q61133	ENSMUSG00000033318
Q61136	ENSMUSG00000021413
Q61137	ENSMUSG00000026587
Q61139	ENSMUSG00000035382
Q61140	ENSMUSG00000031955
Q61142	ENSMUSG00000021395
Q61143	ENSMUSG00000031997
Q61146	ENSMUSG00000021638
Q61147	ENSMUSG00000003617
Q61151	ENSMUSG00000021051
Q61152	ENSMUSG00000026126
Q61160	ENSMUSG00000031077
Q61161	ENSMUSG00000024948
Q61164	ENSMUSG00000005698
Q61165	ENSMUSG00000028854
Q61166	ENSMUSG00000027479
Q61168	ENSMUSG00000028581
Q61169	ENSMUSG00000005836
Q61171	ENSMUSG00000005161
Q61176	ENSMUSG00000019987
Q61179	ENSMUSG00000002325
Q61183	ENSMUSG00000021111
Q61184	ENSMUSG00000054764
Q61187	ENSMUSG00000014402
Q61188	ENSMUSG00000029687
Q61191	ENSMUSG00000031386
Q61193	ENSMUSG00000041354
Q61199	ENSMUSG00000069132
Q61200	ENSMUSG00000046178
Q61205	ENSMUSG00000005447
Q61206	ENSMUSG00000003131
Q61207	ENSMUSG00000004207
Q61210	ENSMUSG00000040940
Q61211	ENSMUSG00000026427
Q61212	ENSMUSG00000038071
Q61214	ENSMUSG00000022897
Q61216	ENSMUSG00000031928
Q61220	ENSMUSG00000022454
Q61221	ENSMUSG00000021109
Q61224	ENSMUSG00000070687
Q61233	ENSMUSG00000021998
Q61234	ENSMUSG00000027488
Q61235	ENSMUSG00000041308
Q61239	ENSMUSG00000015994
Q61241	ENSMUSG00000041566
Q61245	ENSMUSG00000027966
Q61247	ENSMUSG00000038224
Q61249	ENSMUSG00000031221
Q61263	ENSMUSG00000026600
Q61268	ENSMUSG00000074336
Q61271	ENSMUSG00000000532
Q61282	ENSMUSG00000030607
Q61286	ENSMUSG00000032228
Q61288	ENSMUSG00000000530
Q61292	ENSMUSG00000052911
Q61301	ENSMUSG00000063063
Q61312	ENSMUSG00000028640
Q61313	ENSMUSG00000025927
Q61321	ENSMUSG00000034460
Q61324	ENSMUSG00000015709
Q61327	ENSMUSG00000021609
Q61330	ENSMUSG00000053024
Q61333	ENSMUSG00000021281
Q61334	ENSMUSG00000020650
Q61335	ENSMUSG00000002015
Q61337	ENSMUSG00000024959
Q61345	ENSMUSG00000078302
Q61361	ENSMUSG00000004892
Q61362	ENSMUSG00000064246
Q61382	ENSMUSG00000017386
Q61387	ENSMUSG00000024248
Q61390	ENSMUSG00000020698
Q61391	ENSMUSG00000027820
Q61398	ENSMUSG00000029718
Q61406	ENSMUSG00000057037
Q61411	ENSMUSG00000025499
Q61412	ENSMUSG00000021239
Q61418	ENSMUSG00000000605
Q61419	ENSMUSG00000016756
Q61420	ENSMUSG00000028293
Q61423	ENSMUSG00000042604
Q61425	ENSMUSG00000027984
Q61450	ENSMUSG00000112023
Q61451	ENSMUSG00000040747
Q61456	ENSMUSG00000027793
Q61457	ENSMUSG00000002068
Q61458	ENSMUSG00000021548
Q61462	ENSMUSG00000006519
Q61464	ENSMUSG00000030016
Q61466	ENSMUSG00000023018
Q61467	ENSMUSG00000036972
Q61468	ENSMUSG00000063011
Q61469	ENSMUSG00000021759
Q61470	ENSMUSG00000030798
Q61471	ENSMUSG00000037573
Q61473	ENSMUSG00000025902
Q61474	ENSMUSG00000054256
Q61475	ENSMUSG00000026399
Q61477	ENSMUSG00000041120
Q61481	ENSMUSG00000059173
Q61483	ENSMUSG00000014773
Q61488	ENSMUSG00000023000
Q61490	ENSMUSG00000022636
Q61493	ENSMUSG00000019841
Q61495	ENSMUSG00000069441
Q61496	ENSMUSG00000021758
Q61500	ENSMUSG00000031239
Q61501	ENSMUSG00000027490
Q61502	ENSMUSG00000027552
Q61503	ENSMUSG00000032420
Q61508	ENSMUSG00000028108
Q61510	ENSMUSG00000000275
Q61521	ENSMUSG00000029377
Q61526	ENSMUSG00000018166
Q61527	ENSMUSG00000062209
Q61532	ENSMUSG00000042688
Q61539	ENSMUSG00000021255
Q61542	ENSMUSG00000018167
Q61543	ENSMUSG00000003316
Q61545	ENSMUSG00000009079
Q61549	ENSMUSG00000004730
Q61550	ENSMUSG00000022314
Q61553	ENSMUSG00000029581
Q61554	ENSMUSG00000027204
Q61555	ENSMUSG00000024598
Q61559	ENSMUSG00000003420
Q61572	ENSMUSG00000050295
Q61574	ENSMUSG00000074676
Q61575	ENSMUSG00000002057
Q61576	ENSMUSG00000001555
Q61578	ENSMUSG00000018861
Q61584	ENSMUSG00000027680
Q61585	ENSMUSG00000009633
Q61586	ENSMUSG00000024978
Q61592	ENSMUSG00000031451
Q61597	ENSMUSG00000025952
Q61598	ENSMUSG00000021218
Q61599	ENSMUSG00000030220
Q61602	ENSMUSG00000021318
Q61603	ENSMUSG00000018595
Q61606	ENSMUSG00000025127
Q61609	ENSMUSG00000027397
Q61614	ENSMUSG00000031616
Q61616	ENSMUSG00000021478
Q61624	ENSMUSG00000022811
Q61625	ENSMUSG00000071424
Q61626	ENSMUSG00000003378
Q61627	ENSMUSG00000041078
Q61635	ENSMUSG00000078920
Q61644	ENSMUSG00000040276
Q61645	ENSMUSG00000022096
Q61646	ENSMUSG00000031722
Q61647	ENSMUSG00000003665
Q61655	ENSMUSG00000015023
Q61657	ENSMUSG00000028946
Q61658	ENSMUSG00000040726
Q61660	ENSMUSG00000034227
Q61663	ENSMUSG00000068327
Q61666	ENSMUSG00000022702
Q61670	ENSMUSG00000039377
Q61672	ENSMUSG00000024891
Q61686	ENSMUSG00000009575
Q61687	ENSMUSG00000031229
Q61694	ENSMUSG00000038092
Q61696	ENSMUSG00000091971
Q61699	ENSMUSG00000029657
Q61701	ENSMUSG00000028546
Q61702	ENSMUSG00000006529
Q61704	ENSMUSG00000006522
Q61711	ENSMUSG00000029306
Q61712	ENSMUSG00000026740
Q61716	ENSMUSG00000100549
Q61718	ENSMUSG00000096011
Q61727	ENSMUSG00000032089
Q61730	ENSMUSG00000022514
Q61733	ENSMUSG00000031533
Q61735	ENSMUSG00000055447
Q61739	ENSMUSG00000027111
Q61743	ENSMUSG00000096146
Q61749	ENSMUSG00000029145
Q61751	ENSMUSG00000020364
Q61753	ENSMUSG00000053398
Q61754	ENSMUSG00000063713
Q61759	ENSMUSG00000066516
Q61762	ENSMUSG00000045534
Q61765	ENSMUSG00000048981
Q61767	ENSMUSG00000095388
Q61767	ENSMUSG00000095143
Q61768	ENSMUSG00000006740
Q61771	ENSMUSG00000027475
Q61772	ENSMUSG00000028289
Q61781	ENSMUSG00000045545
Q61789	ENSMUSG00000024421
Q61790	ENSMUSG00000030124
Q61792	ENSMUSG00000038366
Q61805	ENSMUSG00000016024
Q61809	ENSMUSG00000034648
Q61810	ENSMUSG00000024940
Q61818	ENSMUSG00000062115
Q61820	ENSMUSG00000083649
Q61823	ENSMUSG00000024975
Q61824	ENSMUSG00000054555
Q61826	ENSMUSG00000020310
Q61827	ENSMUSG00000018143
Q61830	ENSMUSG00000026712
Q61835	ENSMUSG00000057092
Q61838	ENSMUSG00000030359
Q61839	ENSMUSG00000026241
Q61845	ENSMUSG00000026650
Q61846	ENSMUSG00000035683
Q61847	ENSMUSG00000024313
Q61850	ENSMUSG00000046714
Q61858	ENSMUSG00000092417
Q61865	ENSMUSG00000089661
Q61878	ENSMUSG00000027073
Q61879	ENSMUSG00000020900
Q61880	ENSMUSG00000022429
Q61881	ENSMUSG00000029730
Q61884	ENSMUSG00000032221
Q61897	ENSMUSG00000057723
Q61900	ENSMUSG00000029280
Q61907	ENSMUSG00000000301
Q61908	ENSMUSG00000090110
Q61909	ENSMUSG00000006586
Q61923	ENSMUSG00000038077
Q61937	ENSMUSG00000057113
Q61955	ENSMUSG00000064023
Q61967	ENSMUSG00000031907
Q61979	ENSMUSG00000067786
Q61982	ENSMUSG00000038146
Q61983	ENSMUSG00000021335
Q61985	ENSMUSG00000038615
Q61990	ENSMUSG00000056851
Q62000	ENSMUSG00000021390
Q62005	ENSMUSG00000024734
Q62007	ENSMUSG00000037924
Q62009	ENSMUSG00000027750
Q62010	ENSMUSG00000074340
Q62011	ENSMUSG00000028583
Q62012	ENSMUSG00000094885
Q62012	ENSMUSG00000095621
Q62018	ENSMUSG00000005609
Q62028	ENSMUSG00000054580
Q62029	ENSMUSG00000051732
Q62035	ENSMUSG00000056529
Q62036	ENSMUSG00000039781
Q62048	ENSMUSG00000013698
Q62052	ENSMUSG00000030450
Q62053	ENSMUSG00000037759
Q62056	ENSMUSG00000004540
Q62066	ENSMUSG00000007946
Q62073	ENSMUSG00000028284
Q62074	ENSMUSG00000037643
Q62077	ENSMUSG00000016933
Q62082	ENSMUSG00000005474
Q62084	ENSMUSG00000056612
Q62086	ENSMUSG00000032667
Q62087	ENSMUSG00000029759
Q62092	ENSMUSG00000029126
Q62093	ENSMUSG00000034120
Q62095	ENSMUSG00000069045
Q62100	ENSMUSG00000050058
Q62101	ENSMUSG00000002688
Q62108	ENSMUSG00000020886
Q62120	ENSMUSG00000024789
Q62130	ENSMUSG00000026604
Q62132	ENSMUSG00000020151
Q62141	ENSMUSG00000031622
Q62148	ENSMUSG00000013584
Q62151	ENSMUSG00000015452
Q62158	ENSMUSG00000021326
Q62159	ENSMUSG00000002233
Q62160	ENSMUSG00000073433
Q62165	ENSMUSG00000039952
Q62167	ENSMUSG00000000787
Q62172	ENSMUSG00000024096
Q62176	ENSMUSG00000027510
Q62178	ENSMUSG00000028064
Q62179	ENSMUSG00000030539
Q62181	ENSMUSG00000028780
Q62186	ENSMUSG00000002014
Q62187	ENSMUSG00000026803
Q62188	ENSMUSG00000024501
Q62189	ENSMUSG00000061479
Q62190	ENSMUSG00000032584
Q62192	ENSMUSG00000021624
Q62205	ENSMUSG00000075316
Q62209	ENSMUSG00000027855
Q62210	ENSMUSG00000057367
Q62219	ENSMUSG00000030782
Q62220	ENSMUSG00000045236
Q62225	ENSMUSG00000032578
Q62226	ENSMUSG00000002633
Q62227	ENSMUSG00000037583
Q62231	ENSMUSG00000051367
Q62232	ENSMUSG00000024134
Q62233	ENSMUSG00000038805
Q62234	ENSMUSG00000024049
Q62240	ENSMUSG00000056673
Q62241	ENSMUSG00000024217
Q62245	ENSMUSG00000024241
Q62252	ENSMUSG00000001948
Q62255	ENSMUSG00000024565
Q62261	ENSMUSG00000020315
Q62264	ENSMUSG00000035686
Q62266	ENSMUSG00000050359
Q62267	ENSMUSG00000048455
Q62273	ENSMUSG00000034320
Q62276	ENSMUSG00000015776
Q62277	ENSMUSG00000031144
Q62280	ENSMUSG00000037013
Q62282	ENSMUSG00000028417
Q62283	ENSMUSG00000058254
Q62293	ENSMUSG00000078921
Q62293	ENSMUSG00000078922
Q62296	ENSMUSG00000030353
Q62302	ENSMUSG00000014748
Q62311	ENSMUSG00000036980
Q62312	ENSMUSG00000032440
Q62313	ENSMUSG00000056429
Q62315	ENSMUSG00000038518
Q62318	ENSMUSG00000005566
Q62348	ENSMUSG00000026374
Q62351	ENSMUSG00000022797
Q62356	ENSMUSG00000022816
Q62361	ENSMUSG00000005892
Q62371	ENSMUSG00000026674
Q62376	ENSMUSG00000063511
Q62383	ENSMUSG00000002052
Q62384	ENSMUSG00000032078
Q62386	ENSMUSG00000025929
Q62388	ENSMUSG00000034218
Q62392	ENSMUSG00000020205
Q62393	ENSMUSG00000027506
Q62395	ENSMUSG00000024029
Q62396	ENSMUSG00000031374
Q62398	ENSMUSG00000005864
Q62401	ENSMUSG00000035352
Q62406	ENSMUSG00000031392
Q62407	ENSMUSG00000026207
Q62414	ENSMUSG00000038255
Q62415	ENSMUSG00000021285
Q62418	ENSMUSG00000020476
Q62419	ENSMUSG00000003200
Q62420	ENSMUSG00000028488
Q62422	ENSMUSG00000024725
Q62424	ENSMUSG00000038203
Q62425	ENSMUSG00000029632
Q62426	ENSMUSG00000005054
Q62431	ENSMUSG00000019564
Q62432	ENSMUSG00000024563
Q62433	ENSMUSG00000005125
Q62440	ENSMUSG00000008305
Q62441	ENSMUSG00000024642
Q62442	ENSMUSG00000030337
Q62443	ENSMUSG00000025582
Q62446	ENSMUSG00000020949
Q62447	ENSMUSG00000028252
Q62452	ENSMUSG00000090175
Q62457	ENSMUSG00000095867
Q62458	ENSMUSG00000093868
Q62460	ENSMUSG00000093848
Q62461	ENSMUSG00000095650
Q62463	ENSMUSG00000020123
Q62465	ENSMUSG00000034993
Q62468	ENSMUSG00000026175
Q62469	ENSMUSG00000015533
Q62470	ENSMUSG00000001507
Q62471	ENSMUSG00000026936
Q62472	ENSMUSG00000026919
Q62478	ENSMUSG00000096457
Q62478	ENSMUSG00000095293
Q62478	ENSMUSG00000073245
Q62478	ENSMUSG00000073247
Q62478	ENSMUSG00000073255
Q62478	ENSMUSG00000095546
Q62478	ENSMUSG00000094759
Q62478	ENSMUSG00000095887
Q62478	ENSMUSG00000094624
Q62481	ENSMUSG00000008958
Q62507	ENSMUSG00000020953
Q62511	ENSMUSG00000024695
Q62513	ENSMUSG00000049421
Q62521	ENSMUSG00000067860
Q62523	ENSMUSG00000029860
Q62556	ENSMUSG00000000706
Q62559	ENSMUSG00000017858
Q63739	ENSMUSG00000117310
Q63739	ENSMUSG00000026064
Q63810	ENSMUSG00000033953
Q63811	ENSMUSG00000028310
Q63829	ENSMUSG00000051154
Q63844	ENSMUSG00000063065
Q63850	ENSMUSG00000109511
Q63870	ENSMUSG00000025650
Q63871	ENSMUSG00000045996
Q63880	ENSMUSG00000069922
Q63886	ENSMUSG00000089960
Q63918	ENSMUSG00000045954
Q63932	ENSMUSG00000035027
Q63934	ENSMUSG00000031688
Q63943	ENSMUSG00000001419
Q63953	ENSMUSG00000022965
Q63955	ENSMUSG00000024497
Q63959	ENSMUSG00000062785
Q63961	ENSMUSG00000026814
Q63994	ENSMUSG00000004609
Q63ZV0	ENSMUSG00000068154
Q63ZW6	ENSMUSG00000031274
Q63ZW7	ENSMUSG00000061859
Q64010	ENSMUSG00000017776
Q64012	ENSMUSG00000027593
Q64018	ENSMUSG00000000263
Q64092	ENSMUSG00000000134
Q640L3	ENSMUSG00000034563
Q640L5	ENSMUSG00000056531
Q640M1	ENSMUSG00000063785
Q640M6	ENSMUSG00000035314
Q640N1	ENSMUSG00000020473
Q640N2	ENSMUSG00000022911
Q640N4	ENSMUSG00000030145
Q640P2	ENSMUSG00000033544
Q640P7	ENSMUSG00000004462
Q640Q5	ENSMUSG00000029647
Q640R3	ENSMUSG00000046240
Q64104	ENSMUSG00000019803
Q64124	ENSMUSG00000034161
Q64127	ENSMUSG00000029833
Q64131	ENSMUSG00000070691
Q64133	ENSMUSG00000025037
Q64143	ENSMUSG00000028698
Q64151	ENSMUSG00000026121
Q64152	ENSMUSG00000021660
Q64176	ENSMUSG00000061959
Q64191	ENSMUSG00000031521
Q641K1	ENSMUSG00000021557
Q641K5	ENSMUSG00000020032
Q641P0	ENSMUSG00000056367
Q64205	ENSMUSG00000001510
Q64213	ENSMUSG00000024949
Q64221	ENSMUSG00000048540
Q64237	ENSMUSG00000000889
Q64249	ENSMUSG00000063972
Q64253	ENSMUSG00000022587
Q64261	ENSMUSG00000040274
Q64264	ENSMUSG00000021721
Q64267	ENSMUSG00000028329
Q64279	ENSMUSG00000037335
Q64280	ENSMUSG00000038793
Q64281	ENSMUSG00000112148
Q64281	ENSMUSG00000062593
Q64282	ENSMUSG00000034459
Q64285	ENSMUSG00000026818
Q64287	ENSMUSG00000021356
Q64288	ENSMUSG00000074006
Q64299	ENSMUSG00000037362
Q64302	ENSMUSG00000027800
Q64310	ENSMUSG00000014867
Q64311	ENSMUSG00000022681
Q64314	ENSMUSG00000016494
Q64317	ENSMUSG00000041911
Q64318	ENSMUSG00000024238
Q64321	ENSMUSG00000028042
Q64322	ENSMUSG00000015094
Q64323	ENSMUSG00000031381
Q64324	ENSMUSG00000004626
Q64326	ENSMUSG00000045569
Q64327	ENSMUSG00000002768
Q64329	ENSMUSG00000067591
Q64332	ENSMUSG00000009394
