c100000_g1	6055.m.41809
c85754_g1	6055.m.10048
c85756_g1	6055.m.10051
c85757_g1	6055.m.10052
c85758_g1	6055.m.10054
c85763_g1	6055.m.10056
c85763_g2	6055.m.10057
c85764_g1	6055.m.10058
c85774_g1	6055.m.10060
c85775_g1	6055.m.10063
c85780_g1	6055.m.10064
c85786_g1	6055.m.10065
c85790_g1	6055.m.10066
c85790_g2	6055.m.10069
c85790_g3	6055.m.10070
c85791_g1	6055.m.10071
c85792_g1	6055.m.10072
c85794_g1	6055.m.10075
c85794_g2	6055.m.10078
c85794_g3	6055.m.10079
c85796_g1	6055.m.10083
c85797_g1	6055.m.10084
c85799_g1	6055.m.10085
c85801_g1	6055.m.10086
c85804_g1	6055.m.10088
c85804_g2	6055.m.10090
c85804_g3	6055.m.10091
c85806_g1	6055.m.10095
c85809_g1	6055.m.10097
c85815_g1	6055.m.10102
c85818_g1	6055.m.10104
c85820_g1	6055.m.10105
c85820_g3	6055.m.10107
c85825_g1	6055.m.10108
c85829_g1	6055.m.10109
c85840_g1	6055.m.10111
c85844_g1	6055.m.10114
c85851_g1	6055.m.10117
c85854_g1	6055.m.10118
c85856_g1	6055.m.10120
c85857_g1	6055.m.10121
c85861_g1	6055.m.10123
c85869_g1	6055.m.10125
c85895_g1	6055.m.10131
c85895_g2	6055.m.10132
c85898_g1	6055.m.10133
c85902_g1	6055.m.10134
c85903_g1	6055.m.10140
c85905_g2	6055.m.10141
c85909_g1	6055.m.10143
c85912_g1	6055.m.10144
c85915_g1	6055.m.10145
c85918_g1	6055.m.10146
c85918_g2	6055.m.10148
c85920_g1	6055.m.10150
c85934_g1	6055.m.10152
c85935_g1	6055.m.10154
c85945_g1	6055.m.10156
c85948_g1	6055.m.10157
c8595_g1	6055.m.858
c85951_g1	6055.m.10159
c85964_g1	6055.m.10160
c85964_g2	6055.m.10161
c85965_g1	6055.m.10162
c85971_g1	6055.m.10163
c85971_g2	6055.m.10164
c85971_g3	6055.m.10167
c85976_g1	6055.m.10168
c85984_g1	6055.m.10170
c85992_g1	6055.m.10173
c85993_g1	6055.m.10174
c85994_g1	6055.m.10175
c85994_g2	6055.m.10176
c85994_g3	6055.m.10177
c85995_g1	6055.m.10178
c85998_g1	6055.m.10182
c85999_g1	6055.m.10183
c86003_g1	6055.m.10184
c86005_g1	6055.m.10185
c86012_g1	6055.m.10187
c86015_g1	6055.m.10192
c86016_g1	6055.m.10193
c86027_g1	6055.m.10195
c86027_g2	6055.m.10197
c86028_g1	6055.m.10198
c86032_g1	6055.m.10199
c86033_g1	6055.m.10201
c86039_g1	6055.m.10202
c86039_g2	6055.m.10204
c86044_g1	6055.m.10206
c86045_g1	6055.m.10207
c86047_g1	6055.m.10211
c86051_g1	6055.m.10214
c86056_g1	6055.m.10217
c86063_g1	6055.m.10218
c86063_g2	6055.m.10219
c86066_g1	6055.m.10220
c86077_g1	6055.m.10227
c86077_g2	6055.m.10229
c86078_g1	6055.m.10232
c86082_g2	6055.m.10234
c86087_g1	6055.m.10235
c86092_g1	6055.m.10239
c86095_g2	6055.m.10241
c86105_g1	6055.m.10244
c86105_g2	6055.m.10245
c86114_g1	6055.m.10246
c86117_g1	6055.m.10248
c86121_g1	6055.m.10250
c86125_g1	6055.m.10251
c86128_g2	6055.m.10253
c86130_g1	6055.m.10254
c86130_g2	6055.m.10258
c86131_g1	6055.m.10259
c86132_g1	6055.m.10260
c86134_g1	6055.m.10261
c86135_g1	6055.m.10262
c86138_g1	6055.m.10264
c86139_g1	6055.m.10266
c86142_g1	6055.m.10267
c86145_g1	6055.m.10268
c86149_g1	6055.m.10269
c86152_g1	6055.m.10272
c86154_g1	6055.m.10273
c86155_g1	6055.m.10274
c86155_g2	6055.m.10277
c86156_g1	6055.m.10278
c86185_g1	6055.m.10279
c86189_g1	6055.m.10280
c86189_g2	6055.m.10281
c86191_g1	6055.m.10282
c86191_g2	6055.m.10283
c86191_g3	6055.m.10286
c86194_g1	6055.m.10287
c86199_g1	6055.m.10288
c86202_g1	6055.m.10294
c86214_g1	6055.m.10297
c86217_g1	6055.m.10298
c86224_g1	6055.m.10301
c86227_g1	6055.m.10302
c86228_g1	6055.m.10303
c86229_g2	6055.m.10305
c86234_g1	6055.m.10308
c86235_g1	6055.m.10309
c86237_g1	6055.m.10311
c86239_g1	6055.m.10314
c86243_g1	6055.m.10319
c86251_g1	6055.m.10320
c86252_g1	6055.m.10321
c86258_g2	6055.m.10322
c86260_g1	6055.m.10323
c86261_g1	6055.m.10324
c86266_g1	6055.m.10328
c86266_g2	6055.m.10329
c86268_g1	6055.m.10330
c86269_g2	6055.m.10331
c86272_g2	6055.m.10332
c86276_g1	6055.m.10333
c86277_g1	6055.m.10337
c86279_g1	6055.m.10338
c86280_g1	6055.m.10339
c86288_g1	6055.m.10341
c86288_g2	6055.m.10344
c86293_g1	6055.m.10345
c86293_g2	6055.m.10346
c86296_g1	6055.m.10349
c86300_g1	6055.m.10350
c86301_g1	6055.m.10352
c86309_g1	6055.m.10353
c86316_g1	6055.m.10357
c86316_g2	6055.m.10358
c86328_g2	6055.m.10361
c86331_g1	6055.m.10364
c86332_g1	6055.m.10365
c86337_g1	6055.m.10366
c86345_g2	6055.m.10368
c86346_g1	6055.m.10369
c86348_g1	6055.m.10370
c86354_g1	6055.m.10371
c86357_g1	6055.m.10372
c86363_g1	6055.m.10373
c86365_g1	6055.m.10374
c86375_g1	6055.m.10375
c86376_g1	6055.m.10376
c86378_g1	6055.m.10377
c86378_g2	6055.m.10378
c86378_g3	6055.m.10379
c86379_g1	6055.m.10380
c86379_g2	6055.m.10382
c86380_g1	6055.m.10383
c86386_g1	6055.m.10386
c86387_g1	6055.m.10388
c86389_g1	6055.m.10389
c86396_g1	6055.m.10394
c86399_g1	6055.m.10395
c86400_g1	6055.m.10396
c86401_g2	6055.m.10398
c86403_g1	6055.m.10399
c86403_g2	6055.m.10400
c86406_g1	6055.m.10402
c86408_g1	6055.m.10403
c86410_g2	6055.m.10405
c86410_g3	6055.m.10406
c86424_g1	6055.m.10407
c86425_g1	6055.m.10409
c86426_g1	6055.m.10412
c86426_g2	6055.m.10413
c86434_g1	6055.m.10415
c86444_g1	6055.m.10416
c86445_g1	6055.m.10417
c86451_g1	6055.m.10419
c86451_g2	6055.m.10421
c86457_g1	6055.m.10422
c86459_g1	6055.m.10423
c86460_g2	6055.m.10426
c86463_g1	6055.m.10431
c86463_g2	6055.m.10433
c86464_g1	6055.m.10434
c86464_g2	6055.m.10436
c86467_g1	6055.m.10437
c86471_g1	6055.m.10439
c86472_g1	6055.m.10440
c86488_g1	6055.m.10446
c86494_g1	6055.m.10447
c86500_g1	6055.m.10448
c86500_g2	6055.m.10449
c86508_g1	6055.m.10453
c86511_g1	6055.m.10456
c86528_g1	6055.m.10459
c86531_g1	6055.m.10461
c86532_g1	6055.m.10463
c86536_g1	6055.m.10466
c86544_g1	6055.m.10467
c86544_g2	6055.m.10468
c86550_g1	6055.m.10470
c86552_g2	6055.m.10471
c86552_g3	6055.m.10472
c86553_g1	6055.m.10475
c86553_g2	6055.m.10476
c86560_g1	6055.m.10480
c86561_g1	6055.m.10481
c86563_g1	6055.m.10482
c86565_g1	6055.m.10483
c86565_g2	6055.m.10485
c86565_g3	6055.m.10486
c86566_g1	6055.m.10488
c86572_g1	6055.m.10489
c86580_g1	6055.m.10490
c86583_g1	6055.m.10491
c86593_g1	6055.m.10492
c86600_g1	6055.m.10494
c86601_g1	6055.m.10498
c86602_g1	6055.m.10501
c86608_g1	6055.m.10503
c86609_g1	6055.m.10504
c86609_g2	6055.m.10505
c86609_g3	6055.m.10506
c86618_g1	6055.m.10508
c86618_g2	6055.m.10509
c86631_g1	6055.m.10511
c86635_g1	6055.m.10512
c86637_g1	6055.m.10513
c86641_g1	6055.m.10515
c86647_g1	6055.m.10516
c86647_g2	6055.m.10517
c86653_g1	6055.m.10519
c86655_g1	6055.m.10520
c86657_g1	6055.m.10521
c86657_g2	6055.m.10522
c86658_g1	6055.m.10524
c86658_g2	6055.m.10525
c86663_g1	6055.m.10526
c86671_g1	6055.m.10528
c86671_g3	6055.m.10530
c86676_g1	6055.m.10532
c86676_g3	6055.m.10533
c86677_g1	6055.m.10534
c86678_g1	6055.m.10535
c86678_g2	6055.m.10536
c86680_g1	6055.m.10540
c86683_g1	6055.m.10541
c86689_g1	6055.m.10543
c86690_g1	6055.m.10544
c86694_g1	6055.m.10547
c86694_g2	6055.m.10550
c86704_g1	6055.m.10551
c86704_g2	6055.m.10552
c86710_g1	6055.m.10554
c86719_g1	6055.m.10559
c86722_g1	6055.m.10568
c86727_g1	6055.m.10571
c86741_g1	6055.m.10574
c86744_g1	6055.m.10575
c86750_g1	6055.m.10576
c86750_g2	6055.m.10577
c86750_g3	6055.m.10578
c86755_g1	6055.m.10579
c86756_g2	6055.m.10582
c86763_g1	6055.m.10583
c86763_g2	6055.m.10584
c86769_g2	6055.m.10586
c86774_g1	6055.m.10587
c86774_g2	6055.m.10591
c86776_g1	6055.m.10594
c86783_g1	6055.m.10596
c86784_g1	6055.m.10597
c86786_g1	6055.m.10599
c86786_g2	6055.m.10600
c86786_g3	6055.m.10602
c86788_g1	6055.m.10603
c86800_g1	6055.m.10606
c86807_g2	6055.m.10608
c86808_g1	6055.m.10610
c86809_g1	6055.m.10611
c86811_g1	6055.m.10612
c86820_g1	6055.m.10613
c86820_g2	6055.m.10614
c86821_g2	6055.m.10615
c86827_g1	6055.m.10616
c86831_g1	6055.m.10617
c86836_g1	6055.m.10620
c86838_g1	6055.m.10622
c86839_g1	6055.m.10624
c86849_g1	6055.m.10626
c86857_g1	6055.m.10629
c86858_g1	6055.m.10630
c86862_g1	6055.m.10634
c86863_g1	6055.m.10637
c86865_g2	6055.m.10640
c86866_g1	6055.m.10643
c86869_g1	6055.m.10644
c86870_g1	6055.m.10646
c86876_g1	6055.m.10647
c86881_g1	6055.m.10649
c86888_g1	6055.m.10650
c86891_g1	6055.m.10653
c86892_g1	6055.m.10659
c86895_g1	6055.m.10660
c86899_g1	6055.m.10665
c86899_g2	6055.m.10666
c86900_g1	6055.m.10668
c86900_g2	6055.m.10670
c86901_g1	6055.m.10671
c86904_g1	6055.m.10672
c86906_g1	6055.m.10674
c86918_g1	6055.m.10676
c86919_g1	6055.m.10678
c86925_g1	6055.m.10681
c86926_g1	6055.m.10684
c86929_g1	6055.m.10686
c86931_g1	6055.m.10687
c86935_g1	6055.m.10690
c86937_g1	6055.m.10691
c86944_g1	6055.m.10693
c86944_g2	6055.m.10695
c86956_g1	6055.m.10698
c86957_g1	6055.m.10701
c86960_g1	6055.m.10704
c86964_g1	6055.m.10705
c86967_g1	6055.m.10706
c86970_g1	6055.m.10707
c86976_g1	6055.m.10713
c86978_g1	6055.m.10715
c86984_g2	6055.m.10717
c86995_g1	6055.m.10721
c87009_g1	6055.m.10723
c87009_g2	6055.m.10724
c87012_g1	6055.m.10727
c87018_g1	6055.m.10728
c87021_g1	6055.m.10729
c87023_g1	6055.m.10730
c87031_g1	6055.m.10732
c87031_g2	6055.m.10734
c87038_g1	6055.m.10735
c87042_g1	6055.m.10738
c87044_g1	6055.m.10740
c87045_g1	6055.m.10741
c87047_g1	6055.m.10743
c87049_g1	6055.m.10746
c87056_g1	6055.m.10747
c87056_g2	6055.m.10749
c87058_g1	6055.m.10751
c87060_g1	6055.m.10752
c87061_g1	6055.m.10756
c87065_g1	6055.m.10760
c87071_g1	6055.m.10761
c87075_g1	6055.m.10764
c87078_g1	6055.m.10765
c8708_g1	6055.m.861
c87082_g1	6055.m.10766
c87084_g1	6055.m.10768
c87090_g1	6055.m.10769
c87093_g1	6055.m.10773
c87093_g2	6055.m.10774
c87093_g3	6055.m.10775
c87093_g4	6055.m.10777
c87094_g1	6055.m.10778
c87096_g1	6055.m.10780
c87097_g1	6055.m.10781
c87099_g1	6055.m.10782
c87101_g1	6055.m.10784
c87104_g1	6055.m.10786
c87113_g1	6055.m.10789
c87114_g1	6055.m.10790
c87123_g1	6055.m.10793
c87126_g1	6055.m.10795
c87126_g2	6055.m.10796
c87128_g1	6055.m.10798
c87129_g1	6055.m.10802
c87132_g1	6055.m.10819
c87134_g1	6055.m.10822
c87134_g2	6055.m.10823
c87135_g1	6055.m.10825
c87137_g1	6055.m.10826
c87138_g1	6055.m.10827
c87141_g1	6055.m.10828
c87144_g1	6055.m.10830
c87147_g1	6055.m.10831
c87147_g2	6055.m.10832
c87150_g1	6055.m.10833
c87152_g1	6055.m.10835
c87153_g1	6055.m.10836
c87157_g1	6055.m.10837
c87161_g1	6055.m.10838
c87162_g1	6055.m.10840
c87162_g2	6055.m.10841
c87165_g1	6055.m.10842
c87166_g1	6055.m.10844
c87173_g1	6055.m.10845
c87176_g1	6055.m.10847
c87181_g1	6055.m.10849
c87181_g2	6055.m.10850
c87188_g1	6055.m.10851
c87189_g1	6055.m.10853
c87190_g2	6055.m.10854
c87191_g1	6055.m.10855
c87195_g1	6055.m.10856
c87196_g1	6055.m.10858
c87197_g1	6055.m.10859
c8720_g1	6055.m.862
c87201_g1	6055.m.10860
c87203_g1	6055.m.10861
c87205_g1	6055.m.10862
c87206_g1	6055.m.10864
c87210_g1	6055.m.10867
c87212_g1	6055.m.10868
c87213_g1	6055.m.10869
c87216_g1	6055.m.10871
c87218_g1	6055.m.10872
c87218_g2	6055.m.10876
c87219_g1	6055.m.10879
c87227_g1	6055.m.10882
c87228_g1	6055.m.10885
c87230_g1	6055.m.10887
c87233_g1	6055.m.10889
c87233_g2	6055.m.10891
c87233_g3	6055.m.10892
c87234_g1	6055.m.10893
c87237_g2	6055.m.10894
c87240_g1	6055.m.10895
c87242_g1	6055.m.10898
c87244_g1	6055.m.10899
c87244_g2	6055.m.10900
c87247_g1	6055.m.10903
c87252_g1	6055.m.10906
c87256_g1	6055.m.10909
c87261_g1	6055.m.10910
c87264_g1	6055.m.10912
c87273_g1	6055.m.10917
c87277_g1	6055.m.10920
c87278_g1	6055.m.10922
c87281_g1	6055.m.10925
c87281_g2	6055.m.10927
c87281_g3	6055.m.10929
c87285_g1	6055.m.10931
c87293_g1	6055.m.10935
c87295_g1	6055.m.10937
c87295_g2	6055.m.10938
c87296_g1	6055.m.10941
c87296_g2	6055.m.10942
c87296_g3	6055.m.10943
c87297_g1	6055.m.10945
c87298_g1	6055.m.10946
c87300_g1	6055.m.10947
c87302_g1	6055.m.10950
c87307_g1	6055.m.10953
c87311_g1	6055.m.10954
c87312_g1	6055.m.10955
c87329_g1	6055.m.10957
c87330_g1	6055.m.10960
c87335_g1	6055.m.10963
c87343_g1	6055.m.10966
c87344_g1	6055.m.10968
c87345_g1	6055.m.10973
c87350_g1	6055.m.10977
c87351_g1	6055.m.10978
c87353_g1	6055.m.10980
c87363_g1	6055.m.10982
c87372_g1	6055.m.10983
c87374_g1	6055.m.10984
c87374_g2	6055.m.10985
c87379_g1	6055.m.10987
c87381_g1	6055.m.10988
c87385_g1	6055.m.10989
c87390_g1	6055.m.10990
c87392_g1	6055.m.10993
c87396_g1	6055.m.10995
c87397_g1	6055.m.10997
c87405_g1	6055.m.10998
c87408_g1	6055.m.11000
c87411_g1	6055.m.11002
c87413_g1	6055.m.11003
c87416_g1	6055.m.11005
c87416_g2	6055.m.11006
c87425_g1	6055.m.11007
c87436_g1	6055.m.11011
c87439_g1	6055.m.11012
c87439_g2	6055.m.11014
c87439_g3	6055.m.11017
c87441_g1	6055.m.11021
c87443_g1	6055.m.11024
c87444_g1	6055.m.11025
c87446_g1	6055.m.11026
c87449_g1	6055.m.11028
c87451_g1	6055.m.11029
c87453_g1	6055.m.11031
c87457_g1	6055.m.11032
c87458_g1	6055.m.11035
c87458_g2	6055.m.11037
c87459_g1	6055.m.11038
c87460_g1	6055.m.11040
c87460_g2	6055.m.11042
c87462_g1	6055.m.11046
c87464_g1	6055.m.11049
c87465_g1	6055.m.11050
c87466_g1	6055.m.11051
c87466_g2	6055.m.11056
c87467_g1	6055.m.11058
c87468_g1	6055.m.11059
c87469_g1	6055.m.11060
c87470_g1	6055.m.11062
c87471_g1	6055.m.11063
c87474_g1	6055.m.11065
c87475_g1	6055.m.11066
c87477_g1	6055.m.11068
c87477_g2	6055.m.11071
c87480_g1	6055.m.11073
c87481_g1	6055.m.11075
c87482_g1	6055.m.11076
c87485_g1	6055.m.11077
c87486_g1	6055.m.11080
c87488_g1	6055.m.11082
c87488_g2	6055.m.11083
c87491_g1	6055.m.11089
c87494_g1	6055.m.11092
c87494_g2	6055.m.11094
c87495_g1	6055.m.11095
c87495_g2	6055.m.11100
c87497_g1	6055.m.11102
c87499_g1	6055.m.11105
c875_g1	6055.m.39
c87501_g1	6055.m.11109
c87502_g1	6055.m.11110
c87503_g2	6055.m.11112
c87504_g1	6055.m.11114
c87505_g1	6055.m.11115
c87506_g1	6055.m.11120
c87506_g2	6055.m.11122
c87507_g1	6055.m.11125
c87507_g2	6055.m.11126
c87509_g1	6055.m.11127
c87510_g1	6055.m.11131
c87513_g1	6055.m.11134
c87515_g1	6055.m.11137
c87516_g1	6055.m.11138
c87518_g1	6055.m.11139
c87518_g2	6055.m.11141
c87520_g1	6055.m.11143
c87521_g1	6055.m.11145
c87523_g1	6055.m.11150
c87523_g2	6055.m.11152
c87526_g1	6055.m.11155
c87528_g1	6055.m.11157
c87531_g1	6055.m.11163
c87532_g1	6055.m.11166
c87534_g1	6055.m.11169
c87539_g1	6055.m.11171
c87541_g1	6055.m.11175
c87542_g1	6055.m.11179
c87545_g1	6055.m.11183
c87546_g1	6055.m.11185
c87546_g2	6055.m.11187
c87548_g1	6055.m.11188
c87550_g1	6055.m.11192
c87551_g1	6055.m.11193
c87551_g2	6055.m.11196
c87554_g1	6055.m.11202
c87555_g1	6055.m.11203
c87557_g1	6055.m.11204
c87558_g1	6055.m.11205
c87560_g1	6055.m.11206
c87560_g2	6055.m.11208
c87561_g1	6055.m.11209
c87562_g1	6055.m.11212
c87563_g1	6055.m.11213
c87565_g1	6055.m.11215
c87565_g2	6055.m.11216
c87570_g1	6055.m.11217
c87572_g1	6055.m.11219
c87572_g2	6055.m.11221
c87573_g1	6055.m.11224
c87576_g1	6055.m.11227
c87577_g1	6055.m.11231
c87579_g1	6055.m.11234
c87581_g1	6055.m.11235
c87583_g1	6055.m.11236
c87584_g1	6055.m.11238
c87585_g1	6055.m.11242
c87587_g1	6055.m.11243
c87588_g2	6055.m.11247
c87589_g1	6055.m.11249
c87589_g2	6055.m.11250
c87591_g1	6055.m.11253
c87595_g1	6055.m.11254
c87596_g1	6055.m.11259
c87599_g1	6055.m.11263
c87600_g1	6055.m.11264
c87601_g1	6055.m.11266
c87602_g1	6055.m.11268
c87604_g1	6055.m.11269
c87608_g1	6055.m.11270
c87609_g1	6055.m.11271
c87609_g2	6055.m.11273
c87609_g3	6055.m.11274
c87609_g5	6055.m.11275
c87611_g1	6055.m.11280
c87612_g1	6055.m.11284
c87613_g1	6055.m.11287
c87614_g1	6055.m.11289
c87614_g2	6055.m.11292
c87615_g1	6055.m.11293
c87618_g1	6055.m.11295
c87619_g1	6055.m.11299
c87620_g1	6055.m.11300
c87620_g2	6055.m.11301
c87620_g3	6055.m.11303
c87621_g1	6055.m.11305
c87624_g1	6055.m.11306
c87628_g1	6055.m.11309
c87629_g1	6055.m.11310
c87629_g2	6055.m.11313
c87630_g1	6055.m.11315
c87634_g1	6055.m.11324
c87634_g2	6055.m.11329
c87635_g1	6055.m.11330
c87637_g1	6055.m.11334
c87640_g1	6055.m.11336
c87640_g2	6055.m.11337
c87641_g1	6055.m.11338
c87642_g1	6055.m.11339
c87643_g1	6055.m.11341
c87645_g1	6055.m.11342
c87647_g1	6055.m.11345
c87650_g1	6055.m.11346
c87651_g1	6055.m.11347
c87651_g2	6055.m.11349
c87653_g1	6055.m.11350
c87654_g1	6055.m.11351
c87655_g1	6055.m.11355
c87657_g1	6055.m.11357
c87660_g1	6055.m.11360
c87661_g1	6055.m.11362
c87661_g2	6055.m.11364
c87662_g1	6055.m.11365
c87662_g2	6055.m.11366
c87665_g1	6055.m.11368
c87667_g1	6055.m.11370
c87667_g2	6055.m.11372
c87667_g3	6055.m.11374
c87669_g1	6055.m.11375
c87669_g2	6055.m.11380
c87674_g1	6055.m.11386
c87680_g1	6055.m.11387
c87682_g1	6055.m.11388
c87684_g1	6055.m.11390
c87685_g1	6055.m.11391
c87687_g1	6055.m.11396
c87689_g1	6055.m.11402
c87690_g1	6055.m.11405
c87691_g1	6055.m.11406
c87696_g2	6055.m.11409
c87699_g1	6055.m.11410
c87700_g1	6055.m.11411
c87701_g1	6055.m.11414
c87702_g1	6055.m.11417
c87703_g1	6055.m.11418
c87707_g1	6055.m.11421
c87709_g1	6055.m.11423
c87709_g2	6055.m.11428
c87710_g1	6055.m.11430
c87711_g1	6055.m.11431
c87711_g2	6055.m.11433
c87712_g1	6055.m.11434
c87715_g1	6055.m.11438
c87717_g1	6055.m.11440
c87718_g1	6055.m.11442
c87719_g1	6055.m.11443
c87720_g1	6055.m.11444
c87722_g1	6055.m.11446
c87723_g1	6055.m.11449
c87723_g2	6055.m.11452
c87723_g3	6055.m.11453
c87724_g1	6055.m.11457
c87725_g1	6055.m.11459
c87728_g1	6055.m.11460
c87728_g2	6055.m.11461
c87729_g1	6055.m.11462
c87730_g1	6055.m.11463
c87732_g1	6055.m.11467
c87735_g1	6055.m.11468
c87736_g1	6055.m.11471
c87739_g1	6055.m.11476
c87742_g1	6055.m.11477
c87743_g1	6055.m.11479
c87747_g1	6055.m.11485
c87748_g1	6055.m.11488
c87750_g1	6055.m.11489
c87755_g1	6055.m.11490
c87761_g1	6055.m.11498
c87762_g1	6055.m.11499
c87766_g1	6055.m.11500
c87767_g1	6055.m.11502
c87768_g1	6055.m.11503
c87771_g1	6055.m.11504
c87774_g2	6055.m.11506
c87775_g1	6055.m.11507
c87776_g1	6055.m.11508
c87778_g1	6055.m.11510
c87778_g2	6055.m.11512
c87780_g1	6055.m.11513
c87781_g1	6055.m.11514
c87783_g1	6055.m.11515
c87788_g1	6055.m.11517
c87789_g1	6055.m.11520
c87789_g2	6055.m.11523
c87790_g1	6055.m.11524
c87790_g2	6055.m.11526
c87791_g1	6055.m.11527
c87792_g1	6055.m.11529
c87793_g1	6055.m.11535
c87794_g1	6055.m.11537
c87795_g1	6055.m.11538
c87796_g1	6055.m.11540
c87797_g1	6055.m.11543
c87798_g1	6055.m.11544
c87798_g2	6055.m.11547
c87798_g3	6055.m.11549
c87800_g1	6055.m.11551
c87801_g1	6055.m.11553
c87802_g1	6055.m.11554
c87804_g1	6055.m.11557
c87806_g1	6055.m.11559
c87806_g2	6055.m.11560
c87807_g1	6055.m.11562
c87812_g1	6055.m.11567
c87815_g1	6055.m.11568
c87816_g1	6055.m.11572
c87817_g1	6055.m.11573
c87818_g1	6055.m.11574
c87821_g1	6055.m.11575
c87822_g1	6055.m.11580
c87823_g1	6055.m.11581
c87824_g1	6055.m.11582
c87824_g2	6055.m.11584
c87825_g1	6055.m.11591
c87829_g1	6055.m.11593
c87830_g2	6055.m.11595
c87833_g1	6055.m.11596
c87834_g1	6055.m.11598
c87836_g1	6055.m.11601
c87837_g1	6055.m.11602
c87837_g2	6055.m.11605
c87837_g3	6055.m.11606
c87838_g1	6055.m.11608
c87839_g1	6055.m.11609
c87840_g1	6055.m.11613
c87842_g1	6055.m.11618
c87843_g1	6055.m.11619
c87846_g1	6055.m.11622
c87848_g1	6055.m.11625
c87850_g2	6055.m.11626
c87852_g1	6055.m.11627
c87853_g1	6055.m.11629
c87854_g1	6055.m.11631
c87855_g1	6055.m.11633
c87855_g2	6055.m.11635
c87857_g1	6055.m.11638
c87858_g1	6055.m.11639
c87858_g2	6055.m.11641
c87860_g1	6055.m.11642
c87862_g1	6055.m.11645
c87863_g1	6055.m.11651
c87864_g1	6055.m.11653
c87865_g1	6055.m.11655
c87866_g1	6055.m.11656
c87867_g1	6055.m.11657
c87868_g1	6055.m.11663
c87869_g1	6055.m.11665
c87870_g1	6055.m.11667
c87870_g2	6055.m.11668
c87871_g1	6055.m.11669
c87874_g1	6055.m.11672
c87875_g1	6055.m.11673
c87876_g1	6055.m.11674
c87876_g2	6055.m.11677
c87876_g3	6055.m.11678
c87880_g1	6055.m.11679
c87882_g1	6055.m.11683
c87883_g1	6055.m.11684
c87885_g1	6055.m.11688
c87886_g1	6055.m.11690
c87887_g1	6055.m.11692
c87888_g1	6055.m.11696
c87891_g1	6055.m.11698
c87892_g1	6055.m.11699
c87893_g1	6055.m.11700
c87894_g1	6055.m.11701
c87895_g1	6055.m.11704
c87896_g1	6055.m.11706
c87898_g1	6055.m.11708
c87898_g2	6055.m.11709
c87899_g1	6055.m.11710
c87901_g1	6055.m.11711
c87903_g1	6055.m.11714
c87904_g1	6055.m.11717
c87905_g1	6055.m.11718
c87906_g1	6055.m.11722
c87906_g2	6055.m.11724
c87907_g1	6055.m.11725
c87908_g1	6055.m.11729
c87909_g1	6055.m.11734
c87911_g1	6055.m.11737
c87911_g2	6055.m.11738
c87912_g1	6055.m.11740
c87913_g1	6055.m.11743
c87914_g1	6055.m.11745
c87916_g1	6055.m.11746
c87917_g1	6055.m.11750
c87918_g2	6055.m.11752
c87919_g1	6055.m.11754
c87919_g2	6055.m.11755
c87921_g1	6055.m.11757
c87923_g1	6055.m.11758
c87923_g2	6055.m.11759
c87924_g1	6055.m.11760
c87926_g1	6055.m.11761
c87929_g1	6055.m.11765
c87930_g1	6055.m.11767
c87930_g2	6055.m.11768
c87930_g3	6055.m.11769
c87934_g1	6055.m.11770
c87936_g1	6055.m.11773
c87937_g1	6055.m.11775
c87939_g1	6055.m.11777
c87942_g1	6055.m.11779
c87942_g2	6055.m.11782
c87943_g1	6055.m.11784
c87943_g2	6055.m.11785
c87944_g1	6055.m.11786
c87946_g1	6055.m.11787
c87950_g1	6055.m.11790
c87952_g1	6055.m.11791
c87953_g1	6055.m.11792
c87954_g1	6055.m.11795
c87955_g2	6055.m.11798
c87956_g1	6055.m.11801
c87958_g2	6055.m.11802
c87961_g1	6055.m.11804
c87962_g1	6055.m.11805
c87963_g1	6055.m.11806
c87965_g1	6055.m.11808
c87965_g2	6055.m.11811
c87966_g1	6055.m.11813
c87966_g2	6055.m.11814
c87968_g1	6055.m.11815
c87968_g2	6055.m.11816
c87969_g1	6055.m.11817
c87969_g2	6055.m.11820
c87970_g2	6055.m.11821
c87971_g1	6055.m.11823
c87972_g1	6055.m.11824
c87973_g1	6055.m.11825
c87975_g1	6055.m.11826
c87978_g2	6055.m.11828
c87978_g3	6055.m.11831
c87979_g1	6055.m.11833
c87980_g1	6055.m.11834
c87980_g2	6055.m.11835
c87982_g2	6055.m.11838
c87985_g1	6055.m.11839
c87986_g1	6055.m.11842
c87988_g1	6055.m.11846
c87989_g1	6055.m.11850
c87990_g1	6055.m.11853
c87994_g1	6055.m.11859
c87994_g2	6055.m.11863
c87994_g3	6055.m.11865
c87996_g1	6055.m.11869
c87997_g1	6055.m.11871
c87999_g1	6055.m.11872
c88001_g1	6055.m.11874
c88001_g2	6055.m.11875
c88001_g3	6055.m.11877
c88003_g1	6055.m.11878
c88004_g1	6055.m.11879
c88005_g1	6055.m.11881
c88005_g3	6055.m.11884
c88006_g1	6055.m.11885
c88007_g1	6055.m.11886
c88008_g1	6055.m.11887
c88009_g1	6055.m.11889
c88010_g1	6055.m.11890
c88017_g1	6055.m.11894
c88017_g2	6055.m.11896
c88020_g1	6055.m.11897
c88021_g1	6055.m.11898
c88022_g1	6055.m.11901
c88022_g3	6055.m.11903
c88022_g4	6055.m.11905
c88023_g1	6055.m.11911
c88024_g1	6055.m.11914
c88025_g1	6055.m.11917
c88026_g1	6055.m.11918
